trial,method,candidate_indices,selected_global_indices,built_edges,trains_used,tickets_connected,candidate_tickets,unconnected_candidates,ticket_coverage_rate,candidate_ticket_points,unconnected_candidate_points,printed_points_coverage_rate,predicted_ticket_value,printed_ticket_points,route_points,total_points,ticket_points_per_train,total_points_per_train,points_per_train,mean_blocked_ticket_points,worst_blocked_ticket_points,mean_blocked_retention,worst_blocked_retention
0,Original baseline,"1,8,10,13,15,17,19,22,23,29,33,37","23,13,17,15,1,22,19,37,10",Athina--Brindisi | Athina--Smyrna | Barcelona--Madrid | Barcelona--Marseille | Berlin--Danzic | Berlin--Wien | Brest--Paris | Brindisi--Roma | Bruxelles--Paris | Dieppe--London | Dieppe--Paris | Marseille--Paris | Marseille--Zurich | Roma--Venezia | Venezia--Zagrab | Venezia--Zurich | Wien--Zagrab,42.0,9.0,12.0,3.0,0.75,96.0,25.0,0.7395833333333334,71.0,71.0,54.0,125.0,1.6904761904761905,2.9761904761904763,2.9761904761904763,69.4,63.0,0.9774647887323944,0.8873239436619719
0,Learned revised,"1,8,10,13,15,17,19,22,23,29,33,37","23,13,17,15,1,22,19,37,10",Athina--Brindisi | Athina--Smyrna | Barcelona--Madrid | Barcelona--Marseille | Berlin--Danzic | Berlin--Wien | Brest--Paris | Brindisi--Roma | Bruxelles--Paris | Dieppe--London | Dieppe--Paris | Marseille--Paris | Marseille--Zurich | Roma--Venezia | Venezia--Zagrab | Venezia--Zurich | Wien--Zagrab,42.0,9.0,12.0,3.0,0.75,96.0,25.0,0.7395833333333334,70.55920410113016,71.0,54.0,125.0,1.6904761904761905,2.9761904761904763,2.9761904761904763,69.4,63.0,0.9774647887323944,0.8873239436619719
1,Original baseline,"8,11,13,16,22,24,27,31,33,34,41,43","16,33,43,22,24,31,41",Amsterdam--Frankfurt | Amsterdam--London | Athina--Smyrna | Athina--Sofia | Berlin--Danzic | Berlin--Frankfurt | Berlin--Wien | Brest--Paris | Bucuresti--Budapest | Bucuresti--Sofia | Budapest--Wien | Danzic--Riga | Edinburgh--London | Frankfurt--Paris | Petrograd--Riga,42.0,7.0,12.0,5.0,0.5833333333333334,114.0,41.0,0.6403508771929824,73.0,73.0,58.0,131.0,1.7380952380952381,3.119047619047619,3.119047619047619,55.4,25.0,0.7589041095890411,0.3424657534246575
1,Learned revised,"8,11,13,16,22,24,27,31,33,34,41,43","34,16,33,8,41,22,24",Berlin--Frankfurt | Berlin--Wien | Brest--Paris | Bucuresti--Budapest | Bucuresti--Kyiv | Bucuresti--Sofia | Budapest--Wien | Dieppe--London | Dieppe--Paris | Edinburgh--London | Erzurum--Sochi | Frankfurt--Paris | Kyiv--Smolensk | Moskva--Petrograd | Moskva--Smolensk | Rostov--Sochi,44.0,7.0,12.0,5.0,0.5833333333333334,114.0,50.0,0.5614035087719298,64.4357802443654,64.0,62.0,126.0,1.4545454545454546,2.8636363636363638,2.8636363636363638,58.6,37.0,0.915625,0.578125
2,Original baseline,"7,9,18,27,32,34,36,37,38,40,41,45","38,40,45",Athina--Palermo | Athina--Sofia | Bucuresti--Kyiv | Bucuresti--Sevastopol | Bucuresti--Sofia | Erzurum--Sevastopol | Khobenhaven--Stockholm | Kyiv--Wilno | Moskva--Petrograd | Petrograd--Stockholm | Petrograd--Wilno,44.0,3.0,12.0,9.0,0.25,131.0,84.0,0.35877862595419846,47.0,47.0,83.0,130.0,1.0681818181818181,2.9545454545454546,2.9545454545454546,47.0,47.0,1.0,1.0
2,Learned revised,"7,9,18,27,32,34,36,37,38,40,41,45","38,40,45",Athina--Palermo | Athina--Sofia | Bucuresti--Kyiv | Bucuresti--Sevastopol | Bucuresti--Sofia | Erzurum--Sevastopol | Khobenhaven--Stockholm | Kyiv--Wilno | Moskva--Petrograd | Petrograd--Stockholm | Petrograd--Wilno,44.0,3.0,12.0,9.0,0.25,131.0,84.0,0.35877862595419846,47.02493391237121,47.0,83.0,130.0,1.0681818181818181,2.9545454545454546,2.9545454545454546,47.0,47.0,1.0,1.0
3,Original baseline,"6,8,9,15,18,20,23,24,27,28,37,43","23,15,27,20,43,24,37",Athina--Brindisi | Athina--Sarajevo | Barcelona--Madrid | Barcelona--Marseille | Brest--Paris | Dieppe--London | Dieppe--Paris | Edinburgh--London | Marseille--Paris | Marseille--Zurich | Munchen--Zurich | Sarajevo--Zagrab | Venezia--Zagrab | Venezia--Zurich,39.0,7.0,12.0,5.0,0.5833333333333334,117.0,53.0,0.5470085470085471,64.0,64.0,56.0,120.0,1.641025641025641,3.076923076923077,3.076923076923077,64.0,64.0,1.0,1.0
3,Learned revised,"6,8,9,15,18,20,23,24,27,28,37,43","23,15,27,20,43,24,37",Athina--Brindisi | Athina--Sarajevo | Barcelona--Madrid | Barcelona--Marseille | Brest--Paris | Dieppe--London | Dieppe--Paris | Edinburgh--London | Marseille--Paris | Marseille--Zurich | Munchen--Zurich | Sarajevo--Zagrab | Venezia--Zagrab | Venezia--Zurich,39.0,7.0,12.0,5.0,0.5833333333333334,117.0,53.0,0.5470085470085471,63.629936294319464,64.0,56.0,120.0,1.641025641025641,3.076923076923077,3.076923076923077,64.0,64.0,1.0,1.0
4,Original baseline,"11,13,21,23,28,33,34,35,37,39,40,45","23,13,11,39,40,37,35",Barcelona--Madrid | Barcelona--Marseille | Brest--Paris | Brindisi--Roma | Budapest--Kyiv | Budapest--Zagrab | Kyiv--Smolensk | Kyiv--Warzawa | Marseille--Paris | Marseille--Zurich | Moskva--Smolensk | Palermo--Roma | Roma--Venezia | Venezia--Zagrab | Venezia--Zurich,44.0,7.0,12.0,5.0,0.5833333333333334,107.0,46.0,0.5700934579439252,61.0,61.0,67.0,128.0,1.3863636363636365,2.909090909090909,2.909090909090909,61.0,61.0,1.0,1.0
4,Learned revised,"11,13,21,23,28,33,34,35,37,39,40,45","21,11,13,23,39,37,40",Amsterdam--Bruxelles | Brest--Paris | Brindisi--Palermo | Brindisi--Roma | Bruxelles--Paris | Budapest--Kyiv | Budapest--Zagrab | Kyiv--Smolensk | Madrid--Pamplona | Marseille--Zurich | Moskva--Smolensk | Pamplona--Paris | Paris--Zurich | Roma--Venezia | Venezia--Zagrab | Venezia--Zurich,42.0,7.0,12.0,5.0,0.5833333333333334,107.0,45.0,0.5794392523364486,62.8503902558403,62.0,59.0,121.0,1.4761904761904763,2.880952380952381,2.880952380952381,59.0,47.0,0.9516129032258065,0.7580645161290323
5,Original baseline,"0,9,10,13,14,16,17,21,27,29,33,43","14,10,0,43,13,21,27,17,16",Amsterdam--Bruxelles | Amsterdam--Frankfurt | Amsterdam--London | Athina--Palermo | Athina--Smyrna | Barcelona--Pamplona | Berlin--Frankfurt | Brest--Dieppe | Brest--Pamplona | Bucuresti--Constantinople | Constantinople--Smyrna | Dieppe--London | Edinburgh--London | Frankfurt--Munchen | Munchen--Venezia | Palermo--Roma | Roma--Venezia,45.0,9.0,12.0,3.0,0.75,112.0,26.0,0.7678571428571429,86.0,86.0,65.0,151.0,1.9111111111111112,3.3555555555555556,3.3555555555555556,61.2,41.0,0.7116279069767443,0.47674418604651164
5,Learned revised,"0,9,10,13,14,16,17,21,27,29,33,43","14,10,0,43,13,21,27,17,16",Amsterdam--Bruxelles | Amsterdam--Frankfurt | Amsterdam--London | Athina--Palermo | Athina--Smyrna | Barcelona--Pamplona | Berlin--Frankfurt | Brest--Dieppe | Brest--Pamplona | Bucuresti--Constantinople | Constantinople--Smyrna | Dieppe--London | Edinburgh--London | Frankfurt--Munchen | Munchen--Venezia | Palermo--Roma | Roma--Venezia,45.0,9.0,12.0,3.0,0.75,112.0,26.0,0.7678571428571429,85.90459050724314,86.0,65.0,151.0,1.9111111111111112,3.3555555555555556,3.3555555555555556,61.2,41.0,0.7116279069767443,0.47674418604651164
6,Original baseline,"0,1,8,9,10,26,27,28,29,34,37,43","34,29,26,9,8,1,28",Amsterdam--Frankfurt | Amsterdam--London | Berlin--Frankfurt | Berlin--Warzawa | Berlin--Wien | Budapest--Sarajevo | Budapest--Wien | Erzurum--Sochi | Kharkov--Kyiv | Kharkov--Rostov | Kyiv--Smolensk | Kyiv--Warzawa | Moskva--Smolensk | Rostov--Sochi | Sevastopol--Sochi,40.0,7.0,12.0,5.0,0.5833333333333334,117.0,53.0,0.5470085470085471,64.0,64.0,54.0,118.0,1.6,2.95,2.95,57.4,41.0,0.896875,0.640625
6,Learned revised,"0,1,8,9,10,26,27,28,29,34,37,43","34,29,26,8,9,1,28",Amsterdam--Frankfurt | Amsterdam--London | Berlin--Frankfurt | Berlin--Warzawa | Berlin--Wien | Budapest--Sarajevo | Budapest--Wien | Erzurum--Sochi | Kharkov--Kyiv | Kharkov--Rostov | Kyiv--Smolensk | Kyiv--Warzawa | Moskva--Smolensk | Rostov--Sochi | Sevastopol--Sochi,40.0,7.0,12.0,5.0,0.5833333333333334,117.0,53.0,0.5470085470085471,63.952346652057685,64.0,54.0,118.0,1.6,2.95,2.95,57.4,41.0,0.896875,0.640625
7,Original baseline,"1,11,24,27,28,29,30,34,35,41,42,43","24,43,1,41,35,30",Angora--Smyrna | Athina--Brindisi | Athina--Smyrna | Brest--Dieppe | Brindisi--Roma | Dieppe--London | Dieppe--Paris | Edinburgh--London | Paris--Zurich | Petrograd--Wilno | Roma--Venezia | Smolensk--Wilno | Venezia--Zagrab | Venezia--Zurich | Warzawa--Wien | Warzawa--Wilno | Wien--Zagrab,45.0,6.0,12.0,6.0,0.5,126.0,57.0,0.5476190476190477,69.0,69.0,61.0,130.0,1.5333333333333334,2.888888888888889,2.888888888888889,68.0,64.0,0.9855072463768116,0.927536231884058
7,Learned revised,"1,11,24,27,28,29,30,34,35,41,42,43","35,34,29,24,43,1",Athina--Brindisi | Brindisi--Roma | Dieppe--London | Dieppe--Paris | Edinburgh--London | Erzurum--Sochi | Kharkov--Kyiv | Kharkov--Rostov | Paris--Zurich | Roma--Venezia | Rostov--Sochi | Smolensk--Wilno | Venezia--Zagrab | Venezia--Zurich | Warzawa--Wilno | Wien--Zagrab,41.0,6.0,12.0,6.0,0.5,126.0,69.0,0.4523809523809524,56.97015293946944,57.0,54.0,111.0,1.3902439024390243,2.707317073170732,2.707317073170732,57.0,57.0,1.0,1.0
8,Original baseline,"1,4,6,11,13,15,19,23,28,29,38,44","23,13,11,15,1,44,19",Amsterdam--Bruxelles | Amsterdam--Essen | Amsterdam--London | Barcelona--Madrid | Barcelona--Marseille | Berlin--Danzic | Berlin--Essen | Brest--Paris | Cadiz--Madrid | Dieppe--London | Dieppe--Paris | Essen--Khobenhaven | Khobenhaven--Stockholm | Marseille--Paris | Marseille--Zurich | Venezia--Zagrab | Venezia--Zurich | Wien--Zagrab,44.0,7.0,12.0,5.0,0.5833333333333334,114.0,43.0,0.6228070175438597,71.0,71.0,56.0,127.0,1.6136363636363635,2.8863636363636362,2.8863636363636362,71.0,71.0,1.0,1.0
8,Learned revised,"1,4,6,11,13,15,19,23,28,29,38,44","38,4,6,29,28,23,13,11,15",Athina--Sofia | Barcelona--Madrid | Barcelona--Marseille | Brest--Paris | Bucuresti--Kyiv | Bucuresti--Sevastopol | Bucuresti--Sofia | Dieppe--Paris | Kyiv--Wilno | Marseille--Paris | Marseille--Zurich | Petrograd--Wilno | Riga--Wilno | Sarajevo--Sofia | Sevastopol--Sochi | Venezia--Zurich,45.0,9.0,12.0,3.0,0.75,114.0,40.0,0.6491228070175439,74.38706177183357,74.0,65.0,139.0,1.6444444444444444,3.088888888888889,3.088888888888889,74.0,74.0,1.0,1.0
9,Original baseline,"6,9,14,21,23,27,31,34,37,40,41,42","14,40,6,31,9,23",Athina--Palermo | Athina--Smyrna | Brest--Paris | Bucuresti--Budapest | Bucuresti--Constantinople | Bucuresti--Kyiv | Bucuresti--Sofia | Budapest--Wien | Constantinople--Smyrna | Frankfurt--Munchen | Kyiv--Smolensk | Kyiv--Wilno | Marseille--Paris | Moskva--Smolensk | Munchen--Wien,43.0,6.0,12.0,6.0,0.5,130.0,66.0,0.49230769230769234,64.0,64.0,65.0,129.0,1.4883720930232558,3.0,3.0,53.6,25.0,0.8375,0.390625
9,Learned revised,"6,9,14,21,23,27,31,34,37,40,41,42","23,21,14,40,6,31,34",Amsterdam--Bruxelles | Athina--Palermo | Athina--Smyrna | Brest--Paris | Bruxelles--Paris | Bucuresti--Constantinople | Bucuresti--Kyiv | Bucuresti--Sofia | Constantinople--Smyrna | Erzurum--Sochi | Kyiv--Smolensk | Kyiv--Wilno | Marseille--Paris | Moskva--Smolensk | Pamplona--Paris | Rostov--Sochi,45.0,7.0,12.0,5.0,0.5833333333333334,130.0,67.0,0.4846153846153846,62.818209081062506,63.0,67.0,130.0,1.4,2.888888888888889,2.888888888888889,53.8,24.0,0.8539682539682539,0.38095238095238093
10,Original baseline,"1,6,8,12,16,17,18,20,34,35,44,45","16,45,1,12,20,18,34,8",Amsterdam--Bruxelles | Amsterdam--Essen | Amsterdam--London | Berlin--Essen | Berlin--Wien | Bruxelles--Paris | Bucuresti--Budapest | Bucuresti--Sevastopol | Budapest--Wien | Erzurum--Sevastopol | Essen--Khobenhaven | Kharkov--Moskva | Kharkov--Rostov | Roma--Venezia | Rostov--Sevastopol | Venezia--Zagrab | Wien--Zagrab,45.0,8.0,12.0,4.0,0.6666666666666666,126.0,46.0,0.6349206349206349,80.0,80.0,63.0,143.0,1.7777777777777777,3.1777777777777776,3.1777777777777776,80.0,80.0,1.0,1.0
10,Learned revised,"1,6,8,12,16,17,18,20,34,35,44,45","34,35,8,45,16,6,18",Athina--Brindisi | Athina--Sofia | Berlin--Essen | Berlin--Warzawa | Brindisi--Roma | Bucuresti--Kyiv | Bucuresti--Sofia | Erzurum--Sochi | Essen--Khobenhaven | Kharkov--Moskva | Kharkov--Rostov | Kyiv--Wilno | Moskva--Smolensk | Rostov--Sochi | Smolensk--Wilno | Warzawa--Wilno,45.0,7.0,12.0,5.0,0.5833333333333334,126.0,54.0,0.5714285714285714,73.21980483664787,72.0,62.0,134.0,1.6,2.977777777777778,2.977777777777778,72.0,72.0,1.0,1.0
11,Original baseline,"5,7,12,15,16,18,25,26,27,32,33,37","15,16,33,12,27,18,7,37",Amsterdam--Frankfurt | Barcelona--Pamplona | Berlin--Frankfurt | Berlin--Wien | Brindisi--Roma | Bucuresti--Budapest | Bucuresti--Kyiv | Bucuresti--Sofia | Budapest--Wien | Dieppe--Paris | Frankfurt--Munchen | Frankfurt--Paris | Kyiv--Wilno | Madrid--Pamplona | Munchen--Venezia | Pamplona--Paris | Roma--Venezia | Venezia--Zagrab,44.0,8.0,12.0,4.0,0.6666666666666666,95.0,31.0,0.6736842105263158,64.0,64.0,57.0,121.0,1.4545454545454546,2.75,2.75,49.2,35.0,0.76875,0.546875
11,Learned revised,"5,7,12,15,16,18,25,26,27,32,33,37","33,16,12,25,18,5,32,7,37",Amsterdam--Frankfurt | Berlin--Frankfurt | Berlin--Wien | Brindisi--Roma | Bucuresti--Kyiv | Bucuresti--Sofia | Budapest--Sarajevo | Budapest--Wien | Essen--Frankfurt | Essen--Khobenhaven | Frankfurt--Paris | Khobenhaven--Stockholm | Kyiv--Wilno | Marseille--Paris | Marseille--Roma | Sarajevo--Sofia | Wien--Zagrab,45.0,9.0,12.0,3.0,0.75,95.0,24.0,0.7473684210526316,70.36017133566848,71.0,60.0,131.0,1.5777777777777777,2.911111111111111,2.911111111111111,59.6,26.0,0.8394366197183099,0.36619718309859156
12,Original baseline,"0,9,10,14,17,19,23,25,26,31,38,39","14,10,0,31,23,17,25,19",Amsterdam--Bruxelles | Amsterdam--Essen | Athina--Palermo | Athina--Smyrna | Athina--Sofia | Barcelona--Marseille | Berlin--Danzic | Berlin--Essen | Brest--Paris | Bruxelles--Paris | Constantinople--Smyrna | Marseille--Paris | Palermo--Roma | Roma--Venezia,41.0,8.0,12.0,4.0,0.6666666666666666,96.0,33.0,0.65625,63.0,63.0,63.0,126.0,1.5365853658536586,3.073170731707317,3.073170731707317,56.8,32.0,0.9015873015873015,0.5079365079365079
12,Learned revised,"0,9,10,14,17,19,23,25,26,31,38,39","38,23,25,17,19,9,26",Barcelona--Marseille | Berlin--Danzic | Berlin--Essen | Brest--Paris | Bruxelles--Paris | Danzic--Warzawa | Essen--Frankfurt | Frankfurt--Paris | Kharkov--Kyiv | Kharkov--Rostov | Kyiv--Wilno | Marseille--Paris | Petrograd--Wilno | Smolensk--Wilno | Warzawa--Wilno,43.0,7.0,12.0,5.0,0.5833333333333334,96.0,37.0,0.6145833333333334,58.94060556157071,59.0,60.0,119.0,1.372093023255814,2.7674418604651163,2.7674418604651163,59.0,59.0,1.0,1.0
13,Original baseline,"6,12,15,16,21,23,27,28,30,32,41,43","23,15,27,12,41,6,21",Amsterdam--Bruxelles | Athina--Sarajevo | Barcelona--Madrid | Barcelona--Marseille | Barcelona--Pamplona | Brest--Paris | Bruxelles--Paris | Budapest--Sarajevo | Budapest--Wien | Dieppe--Paris | Marseille--Paris | Marseille--Zurich | Munchen--Wien | Munchen--Zurich | Petrograd--Wilno | Warzawa--Wien | Warzawa--Wilno,45.0,7.0,12.0,5.0,0.5833333333333334,116.0,47.0,0.5948275862068966,69.0,69.0,64.0,133.0,1.5333333333333334,2.9555555555555557,2.9555555555555557,69.0,69.0,1.0,1.0
13,Learned revised,"6,12,15,16,21,23,27,28,30,32,41,43","23,15,27,12,41,6,21",Amsterdam--Bruxelles | Athina--Sarajevo | Barcelona--Madrid | Barcelona--Marseille | Barcelona--Pamplona | Brest--Paris | Bruxelles--Paris | Budapest--Sarajevo | Budapest--Wien | Dieppe--Paris | Marseille--Paris | Marseille--Zurich | Munchen--Wien | Munchen--Zurich | Petrograd--Wilno | Warzawa--Wien | Warzawa--Wilno,45.0,7.0,12.0,5.0,0.5833333333333334,116.0,47.0,0.5948275862068966,70.01496967624566,69.0,64.0,133.0,1.5333333333333334,2.9555555555555557,2.9555555555555557,69.0,69.0,1.0,1.0
14,Original baseline,"3,10,16,17,21,26,30,34,35,38,40,41","38,40,10,41,30",Angora--Smyrna | Athina--Palermo | Athina--Smyrna | Athina--Sofia | Brest--Paris | Bucuresti--Kyiv | Bucuresti--Sofia | Kyiv--Wilno | Moskva--Petrograd | Palermo--Roma | Paris--Zurich | Petrograd--Wilno | Roma--Venezia | Venezia--Zurich,44.0,5.0,12.0,7.0,0.4166666666666667,111.0,52.0,0.5315315315315315,59.0,59.0,69.0,128.0,1.3409090909090908,2.909090909090909,2.909090909090909,56.4,46.0,0.9559322033898305,0.7796610169491526
14,Learned revised,"3,10,16,17,21,26,30,34,35,38,40,41","38,40,10,41,30",Angora--Smyrna | Athina--Palermo | Athina--Smyrna | Athina--Sofia | Brest--Paris | Bucuresti--Kyiv | Bucuresti--Sofia | Kyiv--Wilno | Moskva--Petrograd | Palermo--Roma | Paris--Zurich | Petrograd--Wilno | Roma--Venezia | Venezia--Zurich,44.0,5.0,12.0,7.0,0.4166666666666667,111.0,52.0,0.5315315315315315,57.778270157898575,59.0,69.0,128.0,1.3409090909090908,2.909090909090909,2.909090909090909,56.4,46.0,0.9559322033898305,0.7796610169491526
15,Original baseline,"0,3,4,9,11,15,16,28,29,35,40,45","3,9,35,16,45,29,4,28",Berlin--Essen | Berlin--Warzawa | Bucuresti--Kyiv | Bucuresti--Sevastopol | Bucuresti--Sofia | Danzic--Riga | Danzic--Warzawa | Erzurum--Sevastopol | Essen--Frankfurt | Essen--Khobenhaven | Kyiv--Smolensk | Kyiv--Warzawa | Sarajevo--Sofia | Sevastopol--Sochi,41.0,8.0,12.0,4.0,0.6666666666666666,130.0,46.0,0.6461538461538462,84.0,84.0,59.0,143.0,2.048780487804878,3.4878048780487805,3.4878048780487805,84.0,84.0,1.0,1.0
15,Learned revised,"0,3,4,9,11,15,16,28,29,35,40,45","15,11,35,9,3,16,4,29",Berlin--Essen | Berlin--Frankfurt | Berlin--Warzawa | Bucuresti--Kyiv | Bucuresti--Sevastopol | Dieppe--Paris | Kyiv--Wilno | Madrid--Pamplona | Pamplona--Paris | Paris--Zurich | Riga--Wilno | Sevastopol--Sochi | Smolensk--Wilno | Warzawa--Wilno,42.0,8.0,12.0,4.0,0.6666666666666666,130.0,59.0,0.5461538461538461,71.45542181445772,71.0,62.0,133.0,1.6904761904761905,3.1666666666666665,3.1666666666666665,65.2,55.0,0.9183098591549296,0.7746478873239436
16,Original baseline,"0,1,10,12,18,24,26,31,33,35,38,40","38,40,31,10,0,33,18",Athina--Palermo | Athina--Smyrna | Athina--Sofia | Berlin--Wien | Bucuresti--Budapest | Bucuresti--Kyiv | Bucuresti--Sofia | Budapest--Wien | Constantinople--Smyrna | Kyiv--Wilno | Moskva--Petrograd | Palermo--Roma | Petrograd--Wilno | Roma--Venezia,43.0,7.0,12.0,5.0,0.5833333333333334,102.0,39.0,0.6176470588235294,63.0,63.0,69.0,132.0,1.4651162790697674,3.0697674418604652,3.0697674418604652,58.4,40.0,0.9269841269841269,0.6349206349206349
16,Learned revised,"0,1,10,12,18,24,26,31,33,35,38,40","38,40,31,10,0,33,18",Athina--Palermo | Athina--Smyrna | Athina--Sofia | Berlin--Wien | Bucuresti--Budapest | Bucuresti--Kyiv | Bucuresti--Sofia | Budapest--Wien | Constantinople--Smyrna | Kyiv--Wilno | Moskva--Petrograd | Palermo--Roma | Petrograd--Wilno | Roma--Venezia,43.0,7.0,12.0,5.0,0.5833333333333334,102.0,39.0,0.6176470588235294,62.25912567400459,63.0,69.0,132.0,1.4651162790697674,3.0697674418604652,3.0697674418604652,58.4,40.0,0.9269841269841269,0.6349206349206349
17,Original baseline,"1,8,15,20,24,28,30,32,33,37,39,40","15,24,1,20,39,30,32,33",Angora--Smyrna | Athina--Smyrna | Budapest--Sarajevo | Budapest--Wien | Dieppe--London | Dieppe--Paris | Edinburgh--London | Essen--Frankfurt | Essen--Khobenhaven | Frankfurt--Munchen | Frankfurt--Paris | Madrid--Pamplona | Munchen--Wien | Munchen--Zurich | Pamplona--Paris | Sarajevo--Sofia | Wien--Zagrab,42.0,8.0,12.0,4.0,0.6666666666666666,99.0,46.0,0.5353535353535354,53.0,53.0,54.0,107.0,1.2619047619047619,2.5476190476190474,2.5476190476190474,47.0,36.0,0.8867924528301887,0.6792452830188679
17,Learned revised,"1,8,15,20,24,28,30,32,33,37,39,40","24,15,1,20,39,33,28,30",Angora--Smyrna | Athina--Smyrna | Bucuresti--Sevastopol | Bucuresti--Sofia | Budapest--Sarajevo | Budapest--Wien | Dieppe--London | Dieppe--Paris | Edinburgh--London | Frankfurt--Munchen | Frankfurt--Paris | Madrid--Pamplona | Munchen--Wien | Munchen--Zurich | Pamplona--Paris | Sarajevo--Sofia | Wien--Zagrab,43.0,8.0,12.0,4.0,0.6666666666666666,99.0,43.0,0.5656565656565656,55.22802643366671,56.0,57.0,113.0,1.302325581395349,2.627906976744186,2.627906976744186,50.0,39.0,0.8928571428571429,0.6964285714285714
18,Original baseline,"2,3,9,12,13,21,25,28,29,31,36,41","3,9,41,12,25,13,21",Amsterdam--Frankfurt | Berlin--Essen | Berlin--Warzawa | Berlin--Wien | Brest--Paris | Essen--Frankfurt | Frankfurt--Munchen | Frankfurt--Paris | Kyiv--Smolensk | Kyiv--Warzawa | Marseille--Paris | Moskva--Petrograd | Moskva--Smolensk | Munchen--Venezia | Pamplona--Paris,44.0,7.0,12.0,5.0,0.5833333333333334,111.0,37.0,0.6666666666666666,74.0,74.0,63.0,137.0,1.6818181818181819,3.1136363636363638,3.1136363636363638,69.6,66.0,0.9405405405405405,0.8918918918918919
18,Learned revised,"2,3,9,12,13,21,25,28,29,31,36,41","21,25,12,3,41,9,13",Amsterdam--Bruxelles | Amsterdam--Essen | Berlin--Essen | Berlin--Wien | Brest--Paris | Bruxelles--Paris | Budapest--Kyiv | Budapest--Wien | Essen--Frankfurt | Frankfurt--Munchen | Kyiv--Smolensk | Kyiv--Wilno | Marseille--Paris | Munchen--Venezia | Pamplona--Paris | Petrograd--Wilno,44.0,7.0,12.0,5.0,0.5833333333333334,111.0,37.0,0.6666666666666666,75.4181237538734,74.0,66.0,140.0,1.6818181818181819,3.1818181818181817,3.1818181818181817,71.0,66.0,0.9594594594594594,0.8918918918918919
19,Original baseline,"2,7,9,12,16,23,24,27,28,38,40,41","23,38,41,7,9,40,12",Amsterdam--Frankfurt | Berlin--Frankfurt | Berlin--Warzawa | Berlin--Wien | Brest--Paris | Frankfurt--Paris | Kyiv--Wilno | Marseille--Paris | Marseille--Roma | Moskva--Smolensk | Palermo--Roma | Petrograd--Wilno | Smolensk--Wilno | Warzawa--Wilno,44.0,7.0,12.0,5.0,0.5833333333333334,127.0,41.0,0.6771653543307087,86.0,86.0,65.0,151.0,1.9545454545454546,3.4318181818181817,3.4318181818181817,69.0,13.0,0.8023255813953488,0.1511627906976744
19,Learned revised,"2,7,9,12,16,23,24,27,28,38,40,41","38,40,28,23,16",Athina--Palermo | Athina--Sofia | Berlin--Wien | Brest--Paris | Bucuresti--Kyiv | Bucuresti--Sevastopol | Bucuresti--Sofia | Budapest--Sarajevo | Budapest--Wien | Kyiv--Wilno | Marseille--Paris | Moskva--Petrograd | Petrograd--Wilno | Sarajevo--Sofia,45.0,5.0,12.0,7.0,0.4166666666666667,127.0,78.0,0.3858267716535433,48.60256494210082,49.0,73.0,122.0,1.0888888888888888,2.7111111111111112,2.7111111111111112,49.0,49.0,1.0,1.0
20,Original baseline,"0,2,6,8,10,14,20,22,25,31,33,45","14,10,0,31,6,2,33,8",Angora--Constantinople | Athina--Palermo | Athina--Smyrna | Athina--Sofia | Berlin--Wien | Bucuresti--Budapest | Bucuresti--Kyiv | Bucuresti--Sofia | Budapest--Wien | Constantinople--Smyrna | Kharkov--Kyiv | Kharkov--Moskva | Kyiv--Wilno | Palermo--Roma | Roma--Venezia,45.0,8.0,12.0,4.0,0.6666666666666666,112.0,43.0,0.6160714285714286,69.0,69.0,71.0,140.0,1.5333333333333334,3.111111111111111,3.111111111111111,60.8,28.0,0.881159420289855,0.4057971014492754
20,Learned revised,"0,2,6,8,10,14,20,22,25,31,33,45","14,10,0,31,6,2,33,8",Angora--Constantinople | Athina--Palermo | Athina--Smyrna | Athina--Sofia | Berlin--Wien | Bucuresti--Budapest | Bucuresti--Kyiv | Bucuresti--Sofia | Budapest--Wien | Constantinople--Smyrna | Kharkov--Kyiv | Kharkov--Moskva | Kyiv--Wilno | Palermo--Roma | Roma--Venezia,45.0,8.0,12.0,4.0,0.6666666666666666,112.0,43.0,0.6160714285714286,68.25934141184254,69.0,71.0,140.0,1.5333333333333334,3.111111111111111,3.111111111111111,60.8,28.0,0.881159420289855,0.4057971014492754
21,Original baseline,"2,6,7,10,13,24,25,28,30,38,42,43","38,6,28,2,30,24,10",Angora--Constantinople | Athina--Brindisi | Athina--Smyrna | Athina--Sofia | Brindisi--Roma | Bucuresti--Constantinople | Bucuresti--Kyiv | Bucuresti--Sevastopol | Bucuresti--Sofia | Dieppe--London | Dieppe--Paris | Edinburgh--London | Kharkov--Kyiv | Kyiv--Wilno | Petrograd--Wilno | Sarajevo--Sofia,45.0,7.0,12.0,5.0,0.5833333333333334,124.0,69.0,0.4435483870967742,55.0,55.0,65.0,120.0,1.2222222222222223,2.6666666666666665,2.6666666666666665,53.4,47.0,0.9709090909090908,0.8545454545454545
