trial,method,candidate_indices,selected_global_indices,built_edges,trains_used,tickets_connected,candidate_tickets,unconnected_candidates,ticket_coverage_rate,candidate_ticket_points,unconnected_candidate_points,printed_points_coverage_rate,predicted_ticket_value,printed_ticket_points,route_points,total_points,ticket_points_per_train,total_points_per_train,points_per_train,mean_blocked_ticket_points,worst_blocked_ticket_points,mean_blocked_retention,worst_blocked_retention
112,Learned revised,"1,5,6,15,16,21,22,27,33,38,39,40","38,21,15,33,6,40",Amsterdam--Bruxelles | Athina--Palermo | Athina--Sofia | Bruxelles--Paris | Budapest--Kyiv | Budapest--Sarajevo | Dieppe--Paris | Kyiv--Wilno | Madrid--Pamplona | Moskva--Petrograd | Pamplona--Paris | Petrograd--Wilno | Sarajevo--Sofia,41.0,6.0,12.0,6.0,0.5,106.0,49.0,0.5377358490566038,57.67036855556005,57.0,71.0,128.0,1.3902439024390243,3.1219512195121952,3.1219512195121952,54.0,42.0,0.9473684210526315,0.7368421052631579
113,Original baseline,"5,7,8,9,13,15,18,19,22,24,29,41","15,24,22,41,8,9,19,7",Amsterdam--Bruxelles | Berlin--Danzic | Berlin--Frankfurt | Brest--Dieppe | Bruxelles--Frankfurt | Danzic--Riga | Dieppe--London | Dieppe--Paris | Edinburgh--London | Frankfurt--Paris | Madrid--Pamplona | Moskva--Petrograd | Moskva--Smolensk | Pamplona--Paris | Petrograd--Riga | Smolensk--Wilno,44.0,8.0,12.0,4.0,0.6666666666666666,123.0,35.0,0.7154471544715447,88.0,88.0,62.0,150.0,2.0,3.409090909090909,3.409090909090909,74.2,27.0,0.8431818181818183,0.3068181818181818
113,Learned revised,"5,7,8,9,13,15,18,19,22,24,29,41","24,15,22,41,8,9,19,7",Amsterdam--Bruxelles | Berlin--Danzic | Berlin--Frankfurt | Brest--Dieppe | Bruxelles--Frankfurt | Danzic--Riga | Dieppe--London | Dieppe--Paris | Edinburgh--London | Frankfurt--Paris | Madrid--Pamplona | Moskva--Petrograd | Moskva--Smolensk | Pamplona--Paris | Petrograd--Riga | Smolensk--Wilno,44.0,8.0,12.0,4.0,0.6666666666666666,123.0,35.0,0.7154471544715447,88.52691198823572,88.0,62.0,150.0,2.0,3.409090909090909,3.409090909090909,74.2,27.0,0.8431818181818183,0.3068181818181818
114,Original baseline,"1,7,8,11,12,17,21,23,32,43,44,45","23,17,21,11,44,32,12,1",Amsterdam--Bruxelles | Amsterdam--Essen | Amsterdam--London | Barcelona--Madrid | Barcelona--Marseille | Barcelona--Pamplona | Berlin--Essen | Berlin--Wien | Brest--Paris | Bruxelles--Paris | Cadiz--Madrid | Essen--Frankfurt | Essen--Khobenhaven | Khobenhaven--Stockholm | Marseille--Paris | Marseille--Zurich,41.0,8.0,12.0,4.0,0.6666666666666666,140.0,66.0,0.5285714285714286,74.0,74.0,53.0,127.0,1.8048780487804879,3.097560975609756,3.097560975609756,74.0,74.0,1.0,1.0
114,Learned revised,"1,7,8,11,12,17,21,23,32,43,44,45","23,17,21,11,44,32,12,1",Amsterdam--Bruxelles | Amsterdam--Essen | Amsterdam--London | Barcelona--Madrid | Barcelona--Marseille | Barcelona--Pamplona | Berlin--Essen | Berlin--Wien | Brest--Paris | Bruxelles--Paris | Cadiz--Madrid | Essen--Frankfurt | Essen--Khobenhaven | Khobenhaven--Stockholm | Marseille--Paris | Marseille--Zurich,41.0,8.0,12.0,4.0,0.6666666666666666,140.0,66.0,0.5285714285714286,73.7215522914602,74.0,53.0,127.0,1.8048780487804879,3.097560975609756,3.097560975609756,74.0,74.0,1.0,1.0
115,Original baseline,"0,5,6,11,13,14,17,24,28,32,34,40","14,0,40,6,24,32",Athina--Palermo | Athina--Smyrna | Bucuresti--Constantinople | Bucuresti--Kyiv | Constantinople--Smyrna | Dieppe--London | Dieppe--Paris | Edinburgh--London | Essen--Frankfurt | Essen--Khobenhaven | Kyiv--Smolensk | Kyiv--Wilno | Moskva--Smolensk | Palermo--Roma | Roma--Venezia,42.0,6.0,12.0,6.0,0.5,108.0,47.0,0.5648148148148148,61.0,61.0,63.0,124.0,1.4523809523809523,2.9523809523809526,2.9523809523809526,51.2,12.0,0.839344262295082,0.19672131147540983
115,Learned revised,"0,5,6,11,13,14,17,24,28,32,34,40","14,0,40,6,34,24",Athina--Palermo | Athina--Smyrna | Bucuresti--Constantinople | Bucuresti--Kyiv | Constantinople--Smyrna | Dieppe--London | Dieppe--Paris | Edinburgh--London | Erzurum--Sochi | Kyiv--Smolensk | Kyiv--Wilno | Moskva--Smolensk | Palermo--Roma | Roma--Venezia | Rostov--Sochi,42.0,6.0,12.0,6.0,0.5,108.0,47.0,0.5648148148148148,61.05241760090997,61.0,63.0,124.0,1.4523809523809523,2.9523809523809526,2.9523809523809526,51.2,12.0,0.839344262295082,0.19672131147540983
116,Original baseline,"1,4,6,16,22,23,32,33,36,39,43,45","23,43,36,1,39,22,16,6",Athina--Brindisi | Berlin--Wien | Brest--Paris | Brindisi--Roma | Bucuresti--Budapest | Bucuresti--Kyiv | Budapest--Wien | Dieppe--London | Dieppe--Paris | Edinburgh--London | Kyiv--Wilno | Marseille--Paris | Marseille--Roma | Marseille--Zurich | Munchen--Wien | Munchen--Zurich,45.0,8.0,12.0,4.0,0.6666666666666666,117.0,41.0,0.6495726495726496,76.0,76.0,66.0,142.0,1.6888888888888889,3.1555555555555554,3.1555555555555554,76.0,76.0,1.0,1.0
116,Learned revised,"1,4,6,16,22,23,32,33,36,39,43,45","23,33,16,45,43,1,22,32",Amsterdam--Essen | Amsterdam--London | Athina--Sofia | Berlin--Essen | Berlin--Wien | Brest--Paris | Bucuresti--Sevastopol | Bucuresti--Sofia | Budapest--Sarajevo | Budapest--Wien | Edinburgh--London | Erzurum--Sevastopol | Essen--Frankfurt | Essen--Khobenhaven | Marseille--Paris | Sarajevo--Sofia,45.0,8.0,12.0,4.0,0.6666666666666666,117.0,33.0,0.717948717948718,82.88623077588635,84.0,63.0,147.0,1.8666666666666667,3.2666666666666666,3.2666666666666666,84.0,84.0,1.0,1.0
117,Original baseline,"5,12,19,21,24,30,32,35,40,42,43,45","21,24,43,12,40",Amsterdam--Bruxelles | Amsterdam--London | Athina--Brindisi | Brindisi--Palermo | Brindisi--Roma | Bruxelles--Paris | Budapest--Kyiv | Budapest--Wien | Edinburgh--London | Kyiv--Smolensk | Moskva--Smolensk | Pamplona--Paris | Paris--Zurich | Roma--Venezia | Venezia--Zagrab | Venezia--Zurich | Wien--Zagrab,45.0,5.0,12.0,7.0,0.4166666666666667,139.0,76.0,0.45323741007194246,63.0,63.0,66.0,129.0,1.4,2.8666666666666667,2.8666666666666667,61.6,56.0,0.9777777777777777,0.8888888888888888
117,Learned revised,"5,12,19,21,24,30,32,35,40,42,43,45","21,24,43,12,40",Amsterdam--Bruxelles | Amsterdam--London | Athina--Brindisi | Brindisi--Palermo | Brindisi--Roma | Bruxelles--Paris | Budapest--Kyiv | Budapest--Wien | Edinburgh--London | Kyiv--Smolensk | Moskva--Smolensk | Pamplona--Paris | Paris--Zurich | Roma--Venezia | Venezia--Zagrab | Venezia--Zurich | Wien--Zagrab,45.0,5.0,12.0,7.0,0.4166666666666667,139.0,76.0,0.45323741007194246,63.66485801522063,63.0,66.0,129.0,1.4,2.8666666666666667,2.8666666666666667,61.6,56.0,0.9777777777777777,0.8888888888888888
118,Original baseline,"0,14,15,16,21,25,27,30,31,33,42,45","14,30,0,31,45,16,25,27",Angora--Constantinople | Angora--Erzurum | Athina--Palermo | Athina--Smyrna | Athina--Sofia | Barcelona--Marseille | Berlin--Essen | Bucuresti--Sofia | Constantinople--Smyrna | Essen--Frankfurt | Essen--Khobenhaven | Frankfurt--Munchen | Marseille--Zurich | Munchen--Venezia | Munchen--Zurich | Palermo--Roma | Roma--Venezia,45.0,8.0,12.0,4.0,0.6666666666666666,113.0,40.0,0.6460176991150443,73.0,73.0,63.0,136.0,1.6222222222222222,3.022222222222222,3.022222222222222,55.8,24.0,0.7643835616438356,0.3287671232876712
118,Learned revised,"0,14,15,16,21,25,27,30,31,33,42,45","14,0,30,31,45,16,33,25",Angora--Constantinople | Angora--Erzurum | Athina--Palermo | Athina--Smyrna | Athina--Sofia | Berlin--Essen | Bucuresti--Budapest | Bucuresti--Sofia | Constantinople--Smyrna | Essen--Frankfurt | Essen--Khobenhaven | Frankfurt--Munchen | Marseille--Zurich | Munchen--Venezia | Munchen--Zurich | Palermo--Roma | Roma--Venezia,45.0,8.0,12.0,4.0,0.6666666666666666,113.0,43.0,0.6194690265486725,68.94936495402624,70.0,63.0,133.0,1.5555555555555556,2.9555555555555557,2.9555555555555557,52.8,21.0,0.7542857142857142,0.3
119,Original baseline,"3,5,6,12,14,16,18,25,29,32,36,39","14,6,29,16,3,18,25",Athina--Palermo | Athina--Smyrna | Berlin--Essen | Berlin--Warzawa | Bucuresti--Constantinople | Bucuresti--Kyiv | Bucuresti--Sevastopol | Constantinople--Smyrna | Kyiv--Wilno | Marseille--Roma | Palermo--Roma | Sevastopol--Sochi | Warzawa--Wilno,42.0,7.0,12.0,5.0,0.5833333333333334,97.0,35.0,0.6391752577319587,62.0,62.0,68.0,130.0,1.4761904761904763,3.0952380952380953,3.0952380952380953,54.8,26.0,0.8838709677419354,0.41935483870967744
119,Learned revised,"3,5,6,12,14,16,18,25,29,32,36,39","14,6,29,16,3,18,25",Athina--Palermo | Athina--Smyrna | Berlin--Essen | Berlin--Warzawa | Bucuresti--Constantinople | Bucuresti--Kyiv | Bucuresti--Sevastopol | Constantinople--Smyrna | Kyiv--Wilno | Marseille--Roma | Palermo--Roma | Sevastopol--Sochi | Warzawa--Wilno,42.0,7.0,12.0,5.0,0.5833333333333334,97.0,35.0,0.6391752577319587,63.16705437725563,62.0,68.0,130.0,1.4761904761904763,3.0952380952380953,3.0952380952380953,54.8,26.0,0.8838709677419354,0.41935483870967744
120,Original baseline,"1,2,4,7,15,20,26,33,34,38,39,44","38,4,2,26,34,15,33",Angora--Constantinople | Angora--Erzurum | Bucuresti--Constantinople | Bucuresti--Kyiv | Budapest--Sarajevo | Dieppe--Paris | Kharkov--Kyiv | Kharkov--Rostov | Kyiv--Smolensk | Kyiv--Wilno | Madrid--Pamplona | Pamplona--Paris | Petrograd--Wilno | Riga--Wilno | Sarajevo--Sofia,44.0,7.0,12.0,5.0,0.5833333333333334,108.0,56.0,0.48148148148148145,52.0,52.0,64.0,116.0,1.1818181818181819,2.6363636363636362,2.6363636363636362,50.4,44.0,0.9692307692307692,0.8461538461538461
120,Learned revised,"1,2,4,7,15,20,26,33,34,38,39,44","38,4,2,26,34,33,15",Angora--Constantinople | Angora--Erzurum | Bucuresti--Constantinople | Bucuresti--Kyiv | Budapest--Sarajevo | Dieppe--Paris | Kharkov--Kyiv | Kharkov--Rostov | Kyiv--Smolensk | Kyiv--Wilno | Madrid--Pamplona | Pamplona--Paris | Petrograd--Wilno | Riga--Wilno | Sarajevo--Sofia,44.0,7.0,12.0,5.0,0.5833333333333334,108.0,56.0,0.48148148148148145,51.97245797611531,52.0,64.0,116.0,1.1818181818181819,2.6363636363636362,2.6363636363636362,50.4,44.0,0.9692307692307692,0.8461538461538461
121,Original baseline,"0,2,18,19,22,24,26,27,28,31,40,41","24,22,41,19,40,18",Berlin--Danzic | Berlin--Frankfurt | Brest--Dieppe | Bruxelles--Frankfurt | Danzic--Riga | Dieppe--London | Dieppe--Paris | Edinburgh--London | Frankfurt--Munchen | Frankfurt--Paris | Moskva--Petrograd | Munchen--Venezia | Palermo--Roma | Petrograd--Riga | Roma--Venezia,41.0,6.0,12.0,6.0,0.5,121.0,49.0,0.5950413223140496,72.0,72.0,57.0,129.0,1.7560975609756098,3.1463414634146343,3.1463414634146343,53.2,7.0,0.7388888888888889,0.09722222222222222
121,Learned revised,"0,2,18,19,22,24,26,27,28,31,40,41","24,22,41,19,18,40",Berlin--Danzic | Berlin--Frankfurt | Brest--Dieppe | Bruxelles--Frankfurt | Danzic--Riga | Dieppe--London | Dieppe--Paris | Edinburgh--London | Frankfurt--Munchen | Frankfurt--Paris | Moskva--Petrograd | Munchen--Venezia | Palermo--Roma | Petrograd--Riga | Roma--Venezia,41.0,6.0,12.0,6.0,0.5,121.0,49.0,0.5950413223140496,72.59459195370647,72.0,57.0,129.0,1.7560975609756098,3.1463414634146343,3.1463414634146343,53.2,7.0,0.7388888888888889,0.09722222222222222
122,Original baseline,"4,7,9,21,24,25,35,37,38,40,41,42","38,4,40,41",Athina--Palermo | Athina--Sofia | Brest--Paris | Bucuresti--Kyiv | Bucuresti--Sofia | Kyiv--Wilno | Moskva--Petrograd | Palermo--Roma | Paris--Zurich | Petrograd--Wilno | Riga--Wilno | Roma--Venezia | Venezia--Zurich,43.0,4.0,12.0,8.0,0.3333333333333333,135.0,79.0,0.4148148148148148,56.0,56.0,70.0,126.0,1.302325581395349,2.9302325581395348,2.9302325581395348,56.0,56.0,1.0,1.0
122,Learned revised,"4,7,9,21,24,25,35,37,38,40,41,42","38,4,40,35,9,7",Amsterdam--Frankfurt | Athina--Palermo | Athina--Sofia | Berlin--Frankfurt | Berlin--Warzawa | Bucuresti--Kyiv | Bucuresti--Sofia | Kyiv--Wilno | Moskva--Petrograd | Moskva--Smolensk | Petrograd--Wilno | Riga--Wilno | Warzawa--Wilno,43.0,6.0,12.0,6.0,0.5,135.0,68.0,0.4962962962962963,66.73531939467546,67.0,70.0,137.0,1.558139534883721,3.186046511627907,3.186046511627907,59.6,42.0,0.8895522388059701,0.6268656716417911
123,Original baseline,"12,13,15,18,19,20,26,30,32,34,41,45","15,30,32,41,13,20,12",Angora--Smyrna | Athina--Smyrna | Brest--Dieppe | Dieppe--Paris | Essen--Frankfurt | Essen--Khobenhaven | Frankfurt--Munchen | Frankfurt--Paris | Khobenhaven--Stockholm | Madrid--Pamplona | Munchen--Venezia | Pamplona--Paris | Petrograd--Stockholm | Venezia--Zagrab | Wien--Zagrab,42.0,7.0,12.0,5.0,0.5833333333333334,113.0,52.0,0.5398230088495575,61.0,61.0,63.0,124.0,1.4523809523809523,2.9523809523809526,2.9523809523809526,53.8,38.0,0.881967213114754,0.6229508196721312
123,Learned revised,"12,13,15,18,19,20,26,30,32,34,41,45","34,15,30,26,45",Angora--Smyrna | Athina--Smyrna | Dieppe--Paris | Erzurum--Sochi | Kharkov--Moskva | Kharkov--Rostov | Khobenhaven--Stockholm | Madrid--Pamplona | Moskva--Petrograd | Moskva--Smolensk | Pamplona--Paris | Petrograd--Stockholm | Rostov--Sochi,41.0,5.0,12.0,7.0,0.4166666666666667,113.0,66.0,0.415929203539823,46.50461702327089,47.0,67.0,114.0,1.146341463414634,2.7804878048780486,2.7804878048780486,44.4,39.0,0.9446808510638297,0.8297872340425532
124,Original baseline,"3,9,11,13,14,17,27,30,31,32,34,35","14,30,31,3,9,35,32,34",Angora--Constantinople | Athina--Palermo | Athina--Smyrna | Athina--Sofia | Berlin--Essen | Berlin--Warzawa | Constantinople--Smyrna | Erzurum--Sochi | Essen--Frankfurt | Essen--Khobenhaven | Kyiv--Smolensk | Kyiv--Warzawa | Rostov--Sochi,38.0,8.0,12.0,4.0,0.6666666666666666,89.0,32.0,0.6404494382022472,57.0,57.0,57.0,114.0,1.5,3.0,3.0,53.4,39.0,0.9368421052631579,0.6842105263157895
124,Learned revised,"3,9,11,13,14,17,27,30,31,32,34,35","14,30,31,34,3,9,35,32",Angora--Constantinople | Athina--Palermo | Athina--Smyrna | Athina--Sofia | Berlin--Essen | Berlin--Warzawa | Constantinople--Smyrna | Erzurum--Sochi | Essen--Frankfurt | Essen--Khobenhaven | Kyiv--Smolensk | Kyiv--Warzawa | Rostov--Sochi,38.0,8.0,12.0,4.0,0.6666666666666666,89.0,32.0,0.6404494382022472,54.42530440067842,57.0,57.0,114.0,1.5,3.0,3.0,53.4,39.0,0.9368421052631579,0.6842105263157895
125,Original baseline,"0,1,17,19,21,23,25,27,34,35,40,44","23,17,21,25,44,27,1,19",Amsterdam--Bruxelles | Amsterdam--Essen | Amsterdam--London | Barcelona--Madrid | Barcelona--Marseille | Barcelona--Pamplona | Berlin--Danzic | Berlin--Essen | Brest--Paris | Bruxelles--Frankfurt | Bruxelles--Paris | Cadiz--Madrid | Essen--Khobenhaven | Frankfurt--Munchen | Khobenhaven--Stockholm | Marseille--Paris | Munchen--Wien,44.0,8.0,12.0,4.0,0.6666666666666666,119.0,41.0,0.6554621848739496,78.0,78.0,57.0,135.0,1.7727272727272727,3.0681818181818183,3.0681818181818183,74.4,60.0,0.9538461538461539,0.7692307692307693
125,Learned revised,"0,1,17,19,21,23,25,27,34,35,40,44","23,25,17,27,21,44,1,19",Amsterdam--Bruxelles | Amsterdam--London | Barcelona--Madrid | Barcelona--Marseille | Barcelona--Pamplona | Berlin--Danzic | Berlin--Essen | Brest--Paris | Bruxelles--Paris | Cadiz--Madrid | Essen--Frankfurt | Essen--Khobenhaven | Frankfurt--Munchen | Frankfurt--Paris | Khobenhaven--Stockholm | Marseille--Paris | Munchen--Wien,44.0,8.0,12.0,4.0,0.6666666666666666,119.0,41.0,0.6554621848739496,78.32224844001729,78.0,57.0,135.0,1.7727272727272727,3.0681818181818183,3.0681818181818183,74.4,60.0,0.9538461538461539,0.7692307692307693
126,Original baseline,"0,2,5,13,14,15,16,24,26,30,31,40","14,30,0,40,2,26,31,24",Angora--Constantinople | Athina--Palermo | Athina--Smyrna | Bucuresti--Constantinople | Bucuresti--Kyiv | Bucuresti--Sofia | Constantinople--Smyrna | Dieppe--London | Dieppe--Paris | Edinburgh--London | Kharkov--Kyiv | Kharkov--Rostov | Kyiv--Smolensk | Moskva--Smolensk | Palermo--Roma | Roma--Venezia,45.0,8.0,12.0,4.0,0.6666666666666666,107.0,34.0,0.6822429906542056,73.0,73.0,68.0,141.0,1.6222222222222222,3.1333333333333333,3.1333333333333333,64.4,30.0,0.8821917808219178,0.410958904109589
126,Learned revised,"0,2,5,13,14,15,16,24,26,30,31,40","14,0,30,40,2,26,31,24",Angora--Constantinople | Athina--Palermo | Athina--Smyrna | Bucuresti--Constantinople | Bucuresti--Kyiv | Bucuresti--Sofia | Constantinople--Smyrna | Dieppe--London | Dieppe--Paris | Edinburgh--London | Kharkov--Kyiv | Kharkov--Rostov | Kyiv--Smolensk | Moskva--Smolensk | Palermo--Roma | Roma--Venezia,45.0,8.0,12.0,4.0,0.6666666666666666,107.0,34.0,0.6822429906542056,71.59434054360565,73.0,68.0,141.0,1.6222222222222222,3.1333333333333333,3.1333333333333333,64.4,30.0,0.8821917808219178,0.410958904109589
127,Original baseline,"0,1,9,12,13,27,32,35,39,41,42,43","35,9,41,12,1,43,39",Athina--Sarajevo | Berlin--Frankfurt | Berlin--Warzawa | Berlin--Wien | Brest--Paris | Budapest--Sarajevo | Budapest--Wien | Dieppe--London | Dieppe--Paris | Edinburgh--London | Frankfurt--Paris | Paris--Zurich | Petrograd--Wilno | Smolensk--Wilno | Warzawa--Wilno,44.0,7.0,12.0,5.0,0.5833333333333334,135.0,51.0,0.6222222222222222,84.0,84.0,64.0,148.0,1.9090909090909092,3.3636363636363638,3.3636363636363638,68.4,6.0,0.8142857142857144,0.07142857142857142
127,Learned revised,"0,1,9,12,13,27,32,35,39,41,42,43","35,9,41,12,1,43,39",Athina--Sarajevo | Berlin--Frankfurt | Berlin--Warzawa | Berlin--Wien | Brest--Paris | Budapest--Sarajevo | Budapest--Wien | Dieppe--London | Dieppe--Paris | Edinburgh--London | Frankfurt--Paris | Paris--Zurich | Petrograd--Wilno | Smolensk--Wilno | Warzawa--Wilno,44.0,7.0,12.0,5.0,0.5833333333333334,135.0,51.0,0.6222222222222222,84.77834065958163,84.0,64.0,148.0,1.9090909090909092,3.3636363636363638,3.3636363636363638,68.4,6.0,0.8142857142857144,0.07142857142857142
128,Original baseline,"5,8,9,14,17,24,27,36,38,39,41,43","14,38,8,41,9,24",Athina--Palermo | Athina--Smyrna | Berlin--Frankfurt | Berlin--Warzawa | Brest--Paris | Constantinople--Smyrna | Dieppe--London | Dieppe--Paris | Edinburgh--London | Frankfurt--Paris | Kyiv--Wilno | Moskva--Petrograd | Moskva--Smolensk | Petrograd--Wilno | Warzawa--Wilno,45.0,6.0,12.0,6.0,0.5,125.0,59.0,0.528,66.0,66.0,70.0,136.0,1.4666666666666666,3.022222222222222,3.022222222222222,57.8,33.0,0.8757575757575757,0.5
128,Learned revised,"5,8,9,14,17,24,27,36,38,39,41,43","38,14,8,9,41,24",Athina--Palermo | Athina--Smyrna | Berlin--Frankfurt | Berlin--Warzawa | Brest--Paris | Constantinople--Smyrna | Dieppe--London | Dieppe--Paris | Edinburgh--London | Frankfurt--Paris | Kyiv--Wilno | Moskva--Petrograd | Moskva--Smolensk | Petrograd--Wilno | Warzawa--Wilno,45.0,6.0,12.0,6.0,0.5,125.0,59.0,0.528,66.24765717913873,66.0,70.0,136.0,1.4666666666666666,3.022222222222222,3.022222222222222,57.8,33.0,0.8757575757575757,0.5
129,Original baseline,"1,6,15,19,21,25,28,36,39,40,42,43","15,21,42,19,1,43,6",Amsterdam--Bruxelles | Amsterdam--London | Athina--Sarajevo | Berlin--Danzic | Berlin--Frankfurt | Berlin--Wien | Bruxelles--Frankfurt | Bruxelles--Paris | Budapest--Sarajevo | Budapest--Wien | Danzic--Warzawa | Dieppe--Paris | Edinburgh--London | Lisboa--Madrid | Madrid--Pamplona | Pamplona--Paris | Warzawa--Wilno,44.0,7.0,12.0,5.0,0.5833333333333334,134.0,48.0,0.6417910447761194,86.0,86.0,60.0,146.0,1.9545454545454546,3.3181818181818183,3.3181818181818183,67.0,26.0,0.7790697674418605,0.3023255813953488
129,Learned revised,"1,6,15,19,21,25,28,36,39,40,42,43","21,15,42,19,1,43,6",Amsterdam--Bruxelles | Amsterdam--London | Athina--Sarajevo | Berlin--Danzic | Berlin--Frankfurt | Berlin--Wien | Bruxelles--Frankfurt | Bruxelles--Paris | Budapest--Sarajevo | Budapest--Wien | Danzic--Warzawa | Dieppe--Paris | Edinburgh--London | Lisboa--Madrid | Madrid--Pamplona | Pamplona--Paris | Warzawa--Wilno,44.0,7.0,12.0,5.0,0.5833333333333334,134.0,48.0,0.6417910447761194,87.1154086449769,86.0,60.0,146.0,1.9545454545454546,3.3181818181818183,3.3181818181818183,67.0,26.0,0.7790697674418605,0.3023255813953488
130,Original baseline,"0,4,10,21,25,26,27,29,35,36,37,42","4,29,26,35,21,25,27",Amsterdam--Bruxelles | Amsterdam--Essen | Barcelona--Pamplona | Bruxelles--Frankfurt | Bruxelles--Paris | Bucuresti--Kyiv | Bucuresti--Sevastopol | Frankfurt--Munchen | Kyiv--Smolensk | Kyiv--Wilno | Marseille--Paris | Pamplona--Paris | Riga--Wilno | Rostov--Sochi | Sevastopol--Sochi | Warzawa--Wilno,44.0,7.0,12.0,5.0,0.5833333333333334,105.0,50.0,0.5238095238095238,55.0,55.0,62.0,117.0,1.25,2.659090909090909,2.659090909090909,50.4,40.0,0.9163636363636364,0.7272727272727273
130,Learned revised,"0,4,10,21,25,26,27,29,35,36,37,42","21,25,42,35,4",Amsterdam--Bruxelles | Amsterdam--Essen | Berlin--Danzic | Berlin--Essen | Bruxelles--Paris | Bucuresti--Kyiv | Kyiv--Wilno | Lisboa--Madrid | Madrid--Pamplona | Marseille--Paris | Pamplona--Paris | Riga--Wilno | Smolensk--Wilno | Warzawa--Wilno,41.0,5.0,12.0,7.0,0.4166666666666667,105.0,54.0,0.4857142857142857,51.55096474822817,51.0,59.0,110.0,1.2439024390243902,2.682926829268293,2.682926829268293,45.6,24.0,0.8941176470588236,0.47058823529411764
131,Original baseline,"0,5,11,13,14,16,31,32,35,42,44,45","14,0,31,16,45,5,32",Angora--Constantinople | Angora--Erzurum | Athina--Palermo | Athina--Smyrna | Athina--Sofia | Berlin--Essen | Berlin--Wien | Bucuresti--Budapest | Bucuresti--Sofia | Budapest--Wien | Constantinople--Smyrna | Essen--Frankfurt | Essen--Khobenhaven | Khobenhaven--Stockholm | Palermo--Roma | Roma--Venezia,44.0,7.0,12.0,5.0,0.5833333333333334,130.0,63.0,0.5153846153846153,67.0,67.0,64.0,131.0,1.5227272727272727,2.977272727272727,2.977272727272727,58.2,23.0,0.8686567164179105,0.34328358208955223
131,Learned revised,"0,5,11,13,14,16,31,32,35,42,44,45","14,0,31,35,16,45",Angora--Constantinople | Angora--Erzurum | Athina--Palermo | Athina--Smyrna | Athina--Sofia | Berlin--Essen | Berlin--Wien | Bucuresti--Budapest | Bucuresti--Sofia | Budapest--Wien | Constantinople--Smyrna | Essen--Khobenhaven | Palermo--Roma | Roma--Venezia | Smolensk--Wilno | Warzawa--Wilno,45.0,6.0,12.0,6.0,0.5,130.0,72.0,0.4461538461538462,57.754257163554776,58.0,66.0,124.0,1.288888888888889,2.7555555555555555,2.7555555555555555,49.2,14.0,0.8482758620689655,0.2413793103448276
132,Original baseline,"2,7,9,11,12,19,24,35,37,40,41,43","24,43,37,12,41,40",Athina--Brindisi | Brest--Dieppe | Brindisi--Palermo | Brindisi--Roma | Dieppe--London | Dieppe--Paris | Edinburgh--London | Moskva--Petrograd | Paris--Zurich | Petrograd--Wilno | Roma--Venezia | Venezia--Zagrab | Venezia--Zurich | Warzawa--Wien | Warzawa--Wilno | Wien--Zagrab,44.0,6.0,12.0,6.0,0.5,140.0,58.0,0.5857142857142857,82.0,82.0,62.0,144.0,1.8636363636363635,3.272727272727273,3.272727272727273,82.0,82.0,1.0,1.0
132,Learned revised,"2,7,9,11,12,19,24,35,37,40,41,43","24,43,37,12,41,40",Athina--Brindisi | Brest--Dieppe | Brindisi--Palermo | Brindisi--Roma | Dieppe--London | Dieppe--Paris | Edinburgh--London | Moskva--Petrograd | Paris--Zurich | Petrograd--Wilno | Roma--Venezia | Venezia--Zagrab | Venezia--Zurich | Warzawa--Wien | Warzawa--Wilno | Wien--Zagrab,44.0,6.0,12.0,6.0,0.5,140.0,58.0,0.5857142857142857,82.35067705672657,82.0,62.0,144.0,1.8636363636363635,3.272727272727273,3.272727272727273,82.0,82.0,1.0,1.0
133,Original baseline,"1,2,3,4,12,13,17,23,25,32,35,41","23,13,12,41,1,35,17,25,3",Amsterdam--Bruxelles | Amsterdam--Essen | Barcelona--Marseille | Brest--Paris | Bruxelles--Paris | Dieppe--London | Dieppe--Paris | Kyiv--Wilno | Marseille--Paris | Marseille--Zurich | Petrograd--Wilno | Smolensk--Wilno | Venezia--Zagrab | Venezia--Zurich | Warzawa--Wien | Warzawa--Wilno | Wien--Zagrab,44.0,9.0,12.0,3.0,0.75,110.0,25.0,0.7727272727272727,85.0,85.0,60.0,145.0,1.9318181818181819,3.2954545454545454,3.2954545454545454,85.0,85.0,1.0,1.0
133,Learned revised,"1,2,3,4,12,13,17,23,25,32,35,41","23,13,12,41,1,35,25,3,17",Amsterdam--Bruxelles | Amsterdam--Essen | Amsterdam--London | Barcelona--Marseille | Brest--Paris | Dieppe--London | Dieppe--Paris | Kyiv--Wilno | Marseille--Paris | Marseille--Zurich | Petrograd--Wilno | Smolensk--Wilno | Venezia--Zagrab | Venezia--Zurich | Warzawa--Wien | Warzawa--Wilno | Wien--Zagrab,44.0,9.0,12.0,3.0,0.75,110.0,25.0,0.7727272727272727,85.45425852550653,85.0,60.0,145.0,1.9318181818181819,3.2954545454545454,3.2954545454545454,85.0,85.0,1.0,1.0
